14
 145
   0    1   -2.783339212e-03
   0    2   -2.476791009e-01
   0    3    2.791656456e+00
   0    4   -9.637152594e+00
   0    6   -6.346044608e+00
   0    7   -2.447596623e+00
   0    8   -3.770833067e+00
   0    9    8.315673928e-01
   0   11   -9.453801150e+00
   0   12   -3.876132254e+00
   0   13    6.712453010e+00
   1    1    5.721834639e-01
   1    2   -9.390045751e+00
   1    3   -3.780428738e+00
   1    4   -2.659004998e+00
   1    6   -7.951898171e+00
   1    8    7.860330913e+00
   1    9   -7.638921357e+00
   1   10   -3.914066064e+00
   1   11    5.889489425e+00
   1   12   -5.652850719e+00
   1   13    6.315034029e+00
   2    0    3.394898276e+00
   2    1   -3.904362468e+00
   2    2   -6.912757483e+00
   2    3    2.587883817e+00
   2    4    1.825689324e+00
   2    5   -1.203434235e+00
   2    6   -4.567419919e+00
   2    7   -9.085065102e+00
   2    8    9.178252644e+00
   2   10   -2.242844289e+00
   2   11   -9.659519993e+00
   2   12    4.999573079e+00
   2   13    4.824637929e+00
   3    0   -4.677663552e+00
   3    1    5.895508134e-01
   3    2   -9.780663364e+00
   3    3   -5.161447159e+00
   3    4   -7.360969551e+00
   3    5   -9.330466760e+00
   3    6   -6.157590122e+00
   3    7   -7.080915750e+00
   3    9    4.596309817e+00
   3   10   -2.134612624e+00
   3   11    6.391621437e+00
   3   13   -4.673237077e-01
   4    1   -9.863506873e+00
   4    2   -3.668341645e+00
   4    7   -5.596987717e+00
   4    8    6.596281809e+00
   4    9   -4.257131770e+00
   4   11   -2.859544421e+00
   5    0   -5.631740537e-01
   5    1   -1.143825903e+00
   5    2    8.798347206e-01
   5    3    6.348537226e+00
   5    5    8.559153999e+00
   5    6    9.828292056e+00
   5    8   -2.120343023e+00
   5    9   -4.667344579e+00
   5   10   -1.471864905e+00
   5   11    7.821071390e+00
   6    3    2.063162382e-01
   6    4    9.638873311e+00
   6    5   -4.020749481e+00
   6    6    3.464031439e+00
   6    9   -5.574461225e+00
   6   11    1.277843054e+00
   6   12   -5.359654936e+00
   6   13    2.246456565e+00
   7    1   -4.319134477e+00
   7    3   -8.618005567e+00
   7    4   -5.247738001e+00
   7    5   -2.727377608e-01
   7    6   -1.269183181e+00
   7    7   -5.956310756e+00
   7    8   -9.271920774e+00
   7    9    9.489475140e+00
   7   10   -4.555849786e+00
   7   11    6.998736007e+00
   7   12    6.533485826e+00
   7   13   -6.680697879e+00
   8    0    9.274244464e+00
   8    2   -9.067906246e+00
   8    3    9.640423013e+00
   8    6    1.747116580e+00
   8    7    3.259668438e+00
   8    8   -1.823538917e+00
   8    9   -1.839064973e+00
   8   10    3.053340218e+00
   8   12    6.210003379e+00
   8   13   -9.277226543e+00
   9    0   -6.272067060e+00
   9    1    8.856151981e+00
   9    2    6.556332216e+00
   9    4   -1.199616788e+00
   9    5   -7.720363982e+00
   9    6   -7.149621869e-01
   9   10    8.616902169e+00
   9   11    8.823722308e+00
   9   12    3.103858236e+00
   9   13   -3.068373840e+00
  10    0    4.636998708e+00
  10    1   -6.533598225e+00
  10    2    1.375721133e+00
  10    3    8.223458534e+00
  10    4    2.524031736e+00
  10    5   -3.725803920e+00
  10    6   -1.068573867e+00
  10    7   -7.886392385e+00
  10    8   -8.592886210e+00
  10    9    6.213489012e+00
  10   10   -2.555583805e+00
  10   11   -9.651573281e+00
  10   12    5.025889845e+00
  10   13    8.476650795e+00
  11    0    9.946158808e-01
  11    1    1.059698031e+00
  11    2   -4.927738702e+00
  11    3    4.936891616e+00
  11    7    3.174890916e+00
  11    8    2.815752987e+00
  11    9    5.030385609e+00
  11   10   -5.836788880e+00
  11   11    9.950861205e+00
  12    2   -6.132216105e+00
  12    4   -5.241831855e+00
  12    6   -4.226824884e+00
  12    8    1.479845724e+00
  12   10    9.265332730e+00
  12   11   -8.942638697e-01
  12   12    3.193340414e+00
  12   13   -7.047759487e+00
  13    0    6.639799025e+00
  13    1   -8.794780311e+00
  13    2    2.206092898e+00
  13    3    2.147414510e+00
  13    4    6.874429115e+00
  13    5    1.333928335e+00
  13    6    6.102258588e-01
  13    7    2.142838855e+00
  13    8   -6.486715275e+00
  13    9   -1.384006086e+00
  13   11    4.028611602e+00
 10
   1    3.176706590e+00
   2   -4.870640192e+00
   3   -4.945614952e+00
   5    2.704567666e+00
   7    4.329592153e+00
   8   -6.965670966e+00
   9   -6.950607796e+00
  10   -1.709169398e+00
  11    2.333275104e+00
  12    4.230544579e+00
