12 
 108 
   0    0   -1.604378642e+00 
   0    1   -7.949657961e+00 
   0    2   -6.898963504e-01 
   0    3   -1.264885983e+00 
   0    6   -8.844980517e+00 
   0    8    6.257544012e+00 
   0   10   -4.167655434e+00 
   1    1    1.274622524e+00 
   1    2    7.124755136e-01 
   1    3    1.239969940e+00 
   1    4   -3.427480941e-01 
   1    7   -1.616014610e+00 
   1   10   -9.861867054e+00 
   1   11   -8.136339616e+00 
   2    0   -4.444329381e+00 
   2    3    1.293601136e+00 
   2    4   -5.176896792e+00 
   2    5   -6.182893896e-01 
   2    6    5.335429359e+00 
   2    8   -3.061948484e+00 
   2    9   -2.041232073e+00 
   2   10   -9.370340951e+00 
   2   11    9.184005548e+00 
   3    0   -5.297931712e+00 
   3    1    7.974958452e+00 
   3    3    8.578684828e+00 
   3    4    6.316147462e+00 
   3    5   -1.020285218e+00 
   3    6   -5.535587746e+00 
   3    7    9.817643041e+00 
   3    8   -5.375107294e+00 
   3    9    5.578203400e+00 
   3   10    8.614778941e+00 
   3   11    7.976955918e+00 
   4    0   -9.000453793e+00 
   4    1   -4.137137365e+00 
   4    2   -6.352023378e+00 
   4    3    7.621540404e+00 
   4    4   -1.977529404e+00 
   4    5   -3.201326668e+00 
   4    6    4.346032262e+00 
   4    7    8.602336861e+00 
   4    8    5.982410415e+00 
   4    9   -1.115297410e+00 
   4   10   -2.705810481e-01 
   4   11   -2.270557926e+00 
   5    0    9.069579311e+00 
   5    1   -3.137043539e-01 
   5    2   -6.520678492e+00 
   5    3   -5.999827989e+00 
   5    4    5.772825238e+00 
   5    5    7.477038198e+00 
   5    7    2.703372946e+00 
   5    8    6.946974463e-01 
   5    9   -6.987518624e+00 
   5   11   -3.447594553e+00 
   6    1   -5.696910843e-02 
   6    2    6.423814702e+00 
   6    4    3.988691764e+00 
   6    6    9.675311969e+00 
   6    7   -6.359429565e+00 
   6    8    6.366524558e+00 
   6    9    9.002400029e+00 
   6   10    6.243164805e+00 
   6   11    3.138552746e+00 
   7    0    1.647561083e+00 
   7    1    8.381946901e+00 
   7    3    1.413574951e+00 
   7    7    2.216177760e+00 
   7    9    8.960285484e-01 
   7   11    1.663678307e+00 
   8    1    7.387227753e+00 
   8    3   -9.402331204e+00 
   8    4   -1.078168244e+00 
   8    5   -2.075216759e+00 
   8    6   -7.869948927e+00 
   8    7   -5.656988985e+00 
   8    8    9.864497457e+00 
   8    9   -5.054962496e+00 
   8   10    4.098963065e+00 
   8   11   -3.498367441e+00 
   9    0    8.261017291e+00 
   9    1   -3.604795180e+00 
   9    2    6.897583214e+00 
   9    3   -8.323539893e+00 
   9    4    3.865891941e-02 
   9    5   -5.816021406e+00 
   9    6   -1.691787495e+00 
   9    7   -4.772540586e+00 
   9    8   -7.578689720e+00 
   9    9   -8.082183797e+00 
   9   10    7.230148428e+00 
   9   11    8.202357208e+00 
  10    0   -4.132793295e-01 
  10    1    5.722753679e+00 
  10    4   -5.770182966e+00 
  10    5   -4.670986724e+00 
  10    7    5.612830662e+00 
  10    8   -5.069716243e+00 
  10   10    2.795536354e+00 
  11    1   -7.479286605e+00 
  11    3    8.784688063e+00 
  11    6    1.184943680e+00 
  11    7   -1.127043361e+00 
  11    8    7.959636318e+00 
  11    9    3.659797249e+00 
  11   10   -6.609657824e+00 
  11   11   -7.120900581e+00 
 9 
   0    6.430292037e+00 
   3   -2.530695445e+00 
   5    6.240149348e+00 
   6    8.402549993e+00 
   7   -6.047576475e+00 
   8    9.983151621e+00 
   9   -1.982346059e+00 
  10   -5.630214374e+00 
  11   -4.690462532e+00 
