15 
 168 
   0    0   -9.963015366e+00 
   0    1   -1.686404538e+00 
   0    2    3.477471924e+00 
   0    4   -2.561965052e+00 
   0    5   -4.378534469e+00 
   0    6    3.321375761e+00 
   0    7    7.559500187e+00 
   0    8   -4.984875751e+00 
   0    9    7.088126154e-01 
   0   10    6.833024983e+00 
   0   11   -8.774573777e+00 
   0   12   -2.971060612e+00 
   1    0   -4.286509023e+00 
   1    1   -7.182190400e+00 
   1    2   -1.902774594e+00 
   1    3   -5.202472087e+00 
   1    4    3.910576078e-01 
   1    5   -1.352551141e+00 
   1    6    3.686126999e+00 
   1    7   -2.280223594e+00 
   1    8    8.621809700e-01 
   1    9    7.654982390e+00 
   1   12    2.322445150e+00 
   1   14    6.116604385e-01 
   2    0    5.477655571e-01 
   2    1    5.902266973e-01 
   2    2    8.311522275e+00 
   2    3   -9.256766011e+00 
   2    4   -7.570625534e+00 
   2    5    1.596604162e-01 
   2    6    7.071087637e+00 
   2    7    5.569337375e+00 
   2    8    5.889699464e+00 
   2    9   -3.229826573e+00 
   2   12    3.124956724e+00 
   2   13   -3.045266344e+00 
   2   14    1.547766805e+00 
   3    0   -3.045204067e+00 
   3    1   -4.846923957e+00 
   3    2    3.318255443e+00 
   3    3    8.800039410e+00 
   3    4    1.718440007e-01 
   3    5    9.384061757e+00 
   3    6    8.421893893e+00 
   3    7    7.646974829e+00 
   3    8    8.860419847e+00 
   3    9   -6.940343781e+00 
   3   10   -4.033518993e+00 
   3   11   -3.622180186e+00 
   4    0    3.385906041e+00 
   4    1    5.211919213e+00 
   4    2    2.583253906e+00 
   4    3    6.149993663e+00 
   4    4   -5.244201933e+00 
   4    5    8.536954418e+00 
   4    7   -9.612744378e+00 
   4    8    1.956437661e+00 
   4   11   -8.183572074e+00 
   4   12   -1.862944777e+00 
   4   13   -4.237744755e+00 
   4   14    9.212509987e+00 
   5    0   -9.904203936e+00 
   5    1    9.827884278e+00 
   5    2    7.460450225e+00 
   5    3   -8.153898786e+00 
   5    4   -7.002123782e+00 
   5    5   -5.179984255e+00 
   5    6   -6.046048120e+00 
   5    7   -5.375138383e+00 
   5    8   -7.567745344e+00 
   5    9    3.217959752e+00 
   5   10   -4.365011770e+00 
   5   11    4.964501053e+00 
   5   12   -3.116555978e+00 
   5   13   -9.667515930e-01 
   5   14   -8.411420222e+00 
   6    2   -3.906836202e+00 
   6    3   -9.565509227e+00 
   6    5   -3.911105951e+00 
   6    6   -7.465354175e+00 
   6    9    8.285398432e+00 
   6   12   -6.775059984e-01 
   6   13   -3.383166363e+00 
   6   14   -6.862301572e+00 
   7    0   -4.917117741e+00 
   7    2   -8.686402300e+00 
   7    5    5.925039371e-01 
   7    7   -6.898361393e+00 
   7    8   -8.305891785e+00 
   7   12    2.479858435e+00 
   7   13    6.280396338e+00 
   7   14    6.374739002e+00 
   8    7    9.036186696e+00 
   8    8    8.321413665e-01 
   8    9   -5.213957279e+00 
   8   10   -2.223744820e+00 
   8   11    8.572591523e+00 
   8   12    7.006014322e+00 
   8   13    3.221508084e+00 
   8   14   -3.029043977e+00 
   9    0    5.861462821e+00 
   9    1    3.113193342e+00 
   9    2    3.300488641e+00 
   9    3   -3.801884774e+00 
   9    4   -7.973913680e+00 
   9    5    8.585992322e+00 
   9    6   -9.261730187e+00 
   9    7    1.735873244e+00 
   9    8   -2.793557104e+00 
   9    9    5.480541709e+00 
   9   10   -8.348827041e+00 
   9   11   -9.060838739e+00 
   9   12   -6.544407865e+00 
   9   13   -8.542344191e+00 
   9   14    3.278347508e+00 
  10    0   -6.066364166e+00 
  10    1    6.072383932e+00 
  10    3   -9.223853276e+00 
  10    6   -8.399263167e-01 
  10    7   -6.843113439e+00 
  10    8    4.341579947e+00 
  10    9    5.622910824e+00 
  10   10   -6.123784311e+00 
  10   11   -6.435678784e+00 
  11    0   -7.011256183e+00 
  11    1    2.038058611e+00 
  11    2    3.500388914e+00 
  11    3    5.113674702e+00 
  11    4   -7.945792970e-01 
  11    5   -3.455685928e+00 
  11   10   -5.359285733e+00 
  11   11    6.417155345e-01 
  11   13    6.047966050e-01 
  11   14    5.363103324e+00 
  12    0    8.253047916e+00 
  12    1    3.498387973e+00 
  12    2    2.087420718e+00 
  12    3   -3.653668859e+00 
  12    7    6.706323242e+00 
  12    8   -5.525231898e-01 
  12    9   -9.267639074e+00 
  12   10   -2.964801468e+00 
  12   11    3.516590818e+00 
  12   12   -1.915847773e+00 
  12   13   -3.077436884e+00 
  12   14    5.023297927e+00 
  13    0    4.084372450e+00 
  13    1   -6.274327385e+00 
  13    2   -4.603830895e+00 
  13    3   -4.345137106e+00 
  13    4   -8.764930881e+00 
  13    5   -9.418029756e+00 
  13   10    5.554957234e+00 
  13   11    7.517974630e+00 
  13   12   -5.986515072e-01 
  13   13    5.986568149e+00 
  14    0    7.456060920e+00 
  14    1    5.251761465e+00 
  14    2   -5.860504629e+00 
  14    3   -8.338310852e+00 
  14    4   -2.142734017e+00 
  14    5   -2.183755578e+00 
  14    8    3.680792842e+00 
  14    9    5.441306056e-01 
  14   10    7.218294199e+00 
  14   11    5.321200754e+00 
  14   12    2.624138841e+00 
  14   14   -7.969966165e+00 
 11 
   0   -2.266118505e+00 
   1   -5.414202591e+00 
   2   -6.464028487e+00 
   3   -4.124785994e+00 
   4   -4.749616876e+00 
   7   -2.928132397e+00 
   8   -8.580814149e+00 
  10    8.919502643e+00 
  11    3.757449397e+00 
  13   -5.315295261e+00 
  14   -2.061330681e+00 
